id,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,anomaly
14,0.037821482602118,0.1105438198009783,3.2484095978671443,0.1398217206391667,0.1840150721552648,0.2554781517912863,0.0012119145831093,0.0559757942511346,-21.65002087341348,1.9677248454860603,-0.2450428978896695,0.25601527662522,-0.7074063594233906,-0.241940139131286,0.1366159294550247,0.2442807192449098,0.1134463710006303,0.4819714304862338,-0.4244722495630527,-0.8489690535082648,-0.3754902115117635,0.0218189364603194,0.1091411078276087,0.0050863752320749,0.0467014327812468,0.0022135578909124,0.0011997109761326,0.0012398456801002,0.0058016580544071,0.0020787799487742,0.0035584065023816,0.0131289149456471,0.0008086025756449,0.0303499513496587,0.0
15,0.040090771558245,0.1444806515912211,3.280220003896284,0.1436607409588711,0.1925380354638131,0.2893808137681025,0.0010844359640032,0.0665658093797276,-20.668550149819183,1.9663933028387173,-0.4140104318463346,0.236208494928308,-0.7533914416306043,0.0971536388264873,0.0717823515577224,-0.0817811592332881,0.1201033575066364,0.3042790370806689,-0.3946679290672819,-0.6924812685746037,-0.2840391004489885,0.0270273719630027,0.0746447312321091,0.0111549584146937,0.0458459018285511,0.0014054675935006,0.0056439781975795,0.0034104701981312,0.0117353537016638,0.0029918993498472,0.0051578225029013,0.0146601405067085,0.0024394444949608,0.0212677952742112,0.0
17,0.0416036308623298,0.1417888010433114,3.1718579941550225,0.1442754402817491,0.1892824669177368,0.3161363052692466,0.0009375970112159,0.0559757942511346,-20.923373794056804,1.9453059598703848,-0.1827685390662951,0.3051074191431087,-0.5636013837196412,-0.1510609470187202,-0.2099003662398262,0.16471536947067,0.3340458500739744,0.4138830523850547,-0.2328628524796994,-0.7015322289469982,-0.3929498898318136,0.0210273876755522,0.1094843384614418,0.0125424629817768,0.0222732406820464,0.0057183704221366,0.0090561397512497,0.0009790821171797,0.0064010284530797,0.0044556730268994,0.0064863582405475,0.01418827005462,0.0030949895394605,0.0283348543143102,0.0
19,0.0491679273827534,0.0986037407624148,3.187119944660453,0.1616526754805478,0.2103082095100881,0.3289708789661547,0.0007670775521546,0.0559757942511346,-21.489291707730057,1.8392012367631985,-0.50382134126719,0.0387855800562318,-0.4334482864863395,0.1033016099278779,0.2619722977395302,0.2653840584307923,0.1685130619786786,0.0770693306966513,-0.5144959322231442,-0.9303241757579672,-0.5020037011164531,0.0280954592306515,0.0860860857818248,0.0113945983133568,0.0369042285488088,0.0036596028949434,0.0018323808180132,0.0047383438784625,0.0079661697909301,0.0022509264198256,0.0024390118869542,0.0157133671300916,0.0025463237939108,0.0234586277182413,0.0
20,0.0514372163388804,0.08105816352683,3.148756541051036,0.1506766822437872,0.1944428957929683,0.3821925238684537,0.0009026647312566,0.0650529500756429,-21.481480102396542,1.908868689371996,-0.0951293463201828,0.3806133251011975,-0.5037022748577525,-0.0260495152499256,-0.1642256246415588,-0.044298213867377,0.0620739729497125,0.4446865248917918,-0.5239303777040635,-0.7305237935897145,-0.206826047781709,0.0087215194690082,0.0681605477928688,0.0059045876666363,0.0585784087078981,0.0005736607578601,0.0097370005495166,0.0023469861740596,0.01173094551942,0.0021039270743463,0.0036067822959047,0.0180234563258044,0.0052465343825246,0.0216721115099698,0.0
22,0.075642965204236,0.0729187305909074,3.075364968351532,0.1491777185384509,0.1903653663059002,0.4547646210879292,0.0014459211379289,0.0741301059001512,-21.455853868832826,1.7823794683036032,0.1233332760800129,0.6053806964434161,-0.5249498411031492,-0.197429188843909,-0.1446888500235095,0.1543586178513858,-0.0918052099611503,0.5550597739042289,-0.2558321369370044,-0.412156958173935,-0.214905160471327,0.0214611830223694,0.0564144005253917,0.0040904792417882,0.0515244344126728,0.0019549448576718,0.0164255441165372,0.0043386920807592,0.0106117455242274,0.0024985741577943,0.0061782313181741,0.0238138174446722,0.0017492678478951,0.0181784829994087,0.0
23,0.0506807866868381,0.1007720549199451,3.1876792274694856,0.1518365860665717,0.201311885392008,0.2994108417439158,0.0018186850938946,0.0665658093797276,-21.23743153312239,1.8958852000874928,-0.2222785782430917,0.4842064204608599,-0.4245541283601184,0.2580057280781995,0.0945813995941694,-0.0002496671813664,0.145943787105146,0.1858129218874329,-0.3512431239808349,-0.6167460290053698,-0.361272614656183,0.007790569731829,0.1036081729456534,0.0066593888212726,0.0370736127717448,0.0028232594454454,0.0080634185678919,0.0016019313645931,0.0144683344302194,0.0036434303776086,0.0053397773295244,0.0117513457046125,0.0019718281977422,0.027670260948142,0.0
24,0.0446293494704992,0.1535080618053597,3.24908422876975,0.1387384505933744,0.1864667900334771,0.2432478193734207,0.0011327757965773,0.0544629349470499,-21.216600462188747,2.140281774298165,-0.1484604359865544,0.245489867792543,-0.5287015467869228,-0.3969200528106408,-0.2012703674288205,0.2068580890286216,0.3091267887205499,0.314441563682446,-0.353952226189315,-0.9454340386802867,-0.248944590656031,0.0272707606182036,0.1054085128630354,0.0105382155802616,0.0224440240892962,0.0011087034155399,0.0057083692885761,0.0018023111767197,0.0136353291887226,0.0004007068296526,0.0034519541259176,0.020652232103824,0.0015396134300182,0.0278664241361801,0.0
25,0.0453857791225416,0.0994887477328177,3.1728689878919543,0.1397141293569882,0.1843464557078346,0.2971191316030865,0.0021597719751298,0.0650529500756429,-21.52294544782216,1.9702369868165643,-0.2297471806892799,0.4448703054371365,-0.5515661950568009,0.0887067729339121,0.0719142202580701,0.2611191601025505,0.3354351288284196,0.5360022021845368,-0.659007337502809,-0.6696693513639844,-0.4947305852345278,0.0160944571524327,0.1002049347617265,0.0055698368822877,0.0406934799192944,0.0015783325106242,0.0030151237876719,0.0018521152707116,0.0159757505282466,0.0016742419256642,0.0068667537150165,0.0132163762956106,0.0031487240068717,0.0271119084363727,0.0
26,0.0446293494704992,0.1292351042196289,3.1856316177760253,0.1404373546668682,0.1844081923732304,0.341154838725465,0.0032001277431845,0.0650529500756429,-21.11445725310668,1.8640123701674864,0.2168326497679901,0.6970739618582973,-0.5786318164752282,-0.2830773113111111,-0.4399192419899365,-0.0746567418876969,0.459594828166924,0.6162947968481807,-0.4474896738400535,-0.6917207696904051,-0.1926326449093946,0.0159310066839549,0.06935180831866,0.0049705706049818,0.072399762606399,0.000409602207148,0.0062479760124854,0.0016134594350784,0.0211547411380377,0.0024867745764777,0.0045608987133787,0.0155858183559743,0.0043337440766804,0.0243404388998289,0.0
27,0.0529500756429652,0.123442056726074,3.231514276457358,0.1457306075973811,0.1891577762652943,0.3607282936363896,0.0060392776504158,0.0665658093797276,-21.08470898741448,1.5425298391519533,-0.1470982598536078,0.3208663700337089,-0.8839605376293937,-0.4611097570782088,-0.2014466775433653,0.0722074068320194,0.1625650000500068,0.1762444737360498,-0.8762278206415736,-0.8479343203087848,-0.2974703710096432,0.0203295336847947,0.0834707361686186,0.0090456338622188,0.0239912086917683,0.0022881227184703,0.0100819428971802,0.0062135386824365,0.0136249547509322,0.0010360572930999,0.0073830701787631,0.0202734797587711,0.0090043726862802,0.0211245960779708,0.0
28,0.0476550680786686,0.1149009723786309,3.146509874133986,0.14105354808105,0.1891392476363832,0.2986621921829072,0.001856337999925,0.0650529500756429,-21.30613076103687,1.8975523160026728,-0.1454785153438766,0.461134655828282,-0.4788425848571782,0.1472082507560576,0.2857816434224478,0.24850875209606,0.3401101299465631,0.3352767079799286,-0.3677993164794159,-0.5237593504103233,-0.1927206942039443,0.0119803446614753,0.0763135860744396,0.0065882236856819,0.057289437391025,0.0022164481633539,0.0062439685087421,0.0024579051518889,0.0116860890899809,0.0015084323061598,0.0066451416013978,0.0326885913892572,0.0036206904889339,0.0234554466990452,0.0
30,0.0423600605143721,0.1219201564569108,3.161869624213628,0.1410040458809066,0.1854594120098528,0.309381494458127,0.0026346673257648,0.0559757942511346,-21.51894690556209,1.7482773777444915,0.0454486503954779,0.4964353083307927,-0.464353833220617,-0.0428617737014404,-0.0155481817025106,0.1248604496238247,0.2030101905906315,0.5618235912959968,-0.6350477258779748,-0.7923863759460839,-0.3257683893207008,0.012185327922306,0.0975679748061635,0.0029611114001519,0.0705263064544785,0.003374765702742,0.003051092753358,0.002319534725665,0.0029498283852742,0.0022298134879077,0.0032908169967205,0.0181628110224804,0.0025570544151873,0.0302229810366761,0.0
32,0.0416036308623298,0.1134099448864205,3.19110090106882,0.1538820672654234,0.2025907325983508,0.3122449656515201,0.0090371398255229,0.0544629349470499,-21.46034494003008,1.6429591581610925,-0.3069903695857266,0.0713364357507586,-0.5403978770260467,-0.0538756809039389,0.1574516288483035,0.3485290967681517,0.168109322337365,0.1090514773113525,-0.2383105771774945,-0.7065407175777676,-0.3911415909361499,0.0186405459729377,0.1065592388878678,0.0062449546726624,0.0495840709037378,0.0016113583532869,0.0039992982321133,0.0013176682198136,0.0028902760743422,0.0023708969485052,0.0022721477381381,0.0179906757533459,0.0033310922471877,0.0298005188121896,0.0
33,0.0446293494704992,0.1509089215566769,3.25154920754064,0.1615164625395724,0.2134596865340153,0.2913876379691108,0.0080762039870023,0.0574886535552193,-21.28993625592089,1.665213719626275,-0.0693424252331392,0.3539977827008412,-0.810869598326546,-0.4141229869508115,-0.1362737779798757,0.0779807853440527,0.4521514728813186,0.5924759356913882,-0.5357431025654817,-0.8467339424965998,-0.3598141135095259,0.0228241190537739,0.1240274618624579,0.0062515929964283,0.0265428760750461,0.0021207110224207,0.006405631089745,0.0021424537393812,0.0032882924496208,0.0009052567577167,0.0040176154622578,0.0177721007312761,0.0042993529004061,0.0329194895628032,0.0
34,0.037821482602118,0.1616007226998829,3.270102728196008,0.1353551063098562,0.1806445002163099,0.2585776251754965,0.0033922009170055,0.0544629349470499,-21.042184424297098,1.875047305964624,-0.2181441059788231,0.3150678556563243,-0.4890616773652161,-0.0533762356178267,0.0454336519389168,0.2190284460850284,0.3072994058955931,0.520853767769987,-0.3841892182836484,-0.7731172978686836,-0.545443850480144,0.0179172502125863,0.1062068724377694,0.0169517018429566,0.0331151559248355,0.0011862227626131,0.0015833986851608,0.0029628992389989,0.0112029876394653,0.0034422054894639,0.0045325853630501,0.0164425942215316,0.0015282850941179,0.0281387862351789,0.0
35,0.0347957639939485,0.1173922512571945,3.19673743722296,0.1388747183794657,0.1837806462539611,0.2532160309709982,0.0021264739334583,0.0559757942511346,-21.556958343853807,1.995493026008936,-0.1191052321322731,0.5489718396263392,-0.6746983430554051,-0.2159233444052633,-0.0944237088928925,0.260143677591272,0.4222403076321638,0.3669207058859863,-0.4894350114586042,-0.7842715303297243,-0.2000834694614212,0.0198146105571587,0.103573203130664,0.0062003896625903,0.0390250547207441,0.0019204736363924,0.0034833837310069,0.0050411427056951,0.0133616486429496,0.0020831362382485,0.0024761300444952,0.02138656919755,0.001936400436177,0.0278812691608957,0.0
36,0.0453857791225416,0.149847123220651,3.2558382155533026,0.1358971991204188,0.1834463062999965,0.2782121949859645,0.0013341715093702,0.0544629349470499,-21.188745569909663,1.995854679891212,0.0227546366658587,0.6252967913163816,-0.4147692724229143,-0.2102377251244958,-0.1615533369108162,0.038223791555481,0.4330133705531942,0.3512104283639224,-0.5282808626616937,-0.5526950248595504,-0.3391365060001656,0.0111722564146425,0.0859488373155776,0.0031168319983361,0.0679782683888398,0.001214456889919,0.0035784626021306,0.0018447989011051,0.0116125317194135,0.0004958804200196,0.0054093672915044,0.0282825571858731,0.0026577633212508,0.0273497441034228,0.0
37,0.0423600605143721,0.1619370187739653,3.225877385474873,0.1438685850771279,0.1918667409677004,0.2927007137522431,0.0016791813541203,0.0620272314674735,-21.01843740373912,1.84619264963839,-0.0827110081205029,0.5495180338655481,-0.6956228968861868,-0.2854697727705453,-0.447087319013239,0.1810580293647464,0.1126263729815844,0.4506515295512543,-0.4446587280292035,-0.6610543100403451,-0.4391558202431153,0.0146740723617823,0.1107128488339936,0.0039425080165487,0.0503593678547688,0.0016491348571367,0.0085353584632157,0.0024498300137172,0.0075085192777514,0.0018841861096253,0.0046518227094519,0.0104776138112887,0.0027275950240022,0.0306688594143698,0.0
39,0.0363086232980332,0.169958617377333,3.259087766149112,0.131860126925153,0.1815092260944316,0.2240362221882887,0.0011179554276168,0.0544629349470499,-21.195736740058063,1.92917954283086,-0.0442505955620741,0.3626669051685459,-0.6558670381119284,-0.0810889262773193,-0.0730945260025298,0.1298209843128903,0.4724769784667787,0.6763262991954443,-0.3019918472806572,-0.6092743837831603,-0.6289954419081275,0.0331949898307223,0.089614081823828,0.0089984073831236,0.0367471542799036,0.0003032144648328,0.0015291592169281,0.0016990655534375,0.0186136231662758,0.0017560393058305,0.0060680174672142,0.0275725854998613,0.0021653401031544,0.0247968260018333,0.0
40,0.0340393343419062,0.1793281429603821,3.274948385845828,0.1335218051596819,0.1806139252204535,0.2388117529525264,0.001258596079424,0.0544629349470499,-20.99686779157581,1.9775572037577915,0.0253121875795416,0.3705805231633929,-0.8261477163694531,-0.1187974894289869,-0.267407224488887,0.0337805560745024,0.3074736788111362,0.494277304939212,-0.2899204729206253,-0.6689681220991393,-0.444819148412428,0.0255064330635414,0.12436213004965,0.0059363541297147,0.0207407953368849,0.0005526923433588,0.0088896794876996,0.0023877581377424,0.0137136844249248,0.0010644682915088,0.0037192074647986,0.0124236805519231,0.0012812385128037,0.0328778456718712,0.0
41,0.0446293494704992,0.1130590691476293,3.170378164457307,0.1312268930388687,0.184657298362679,0.2197113887902252,0.0034523454960435,0.0544629349470499,-21.63877123815661,2.0524442155745906,-0.0809705305748115,0.5614935161510397,-0.7240328138426616,0.045129787381526,0.0855413780093191,-0.0735452485371291,0.2956286801707903,0.649541861217729,-0.2744933310514957,-0.7028721285014411,-0.390189883267839,0.013962086583688,0.078775901963415,0.0038874534948783,0.0924758990900317,0.0005128741752842,0.0022456534498226,0.0020673575962148,0.0061795752647344,0.002490680108124,0.0063196482136369,0.028401598841402,0.0012571311828977,0.0304499906126049,0.0
42,0.0506807866868381,0.1240633016405738,3.129110633407999,0.1519924660090725,0.19796140858003,0.3402228658865182,0.0034573231823742,0.0620272314674735,-20.936241790805767,1.9880012764724813,-0.4169290644100693,0.3504553938490315,-0.377281149278545,0.0634160676850376,0.0371232571911159,-0.1463322152654037,0.0990096406526517,0.2432317026224445,-0.4061005406455233,-0.6503888501884247,-0.2242617596983486,0.0138954235578555,0.0910817187626288,0.0024440297966289,0.0499704866333182,0.0017598755110662,0.0059058886248151,0.0031579109525952,0.0132298614855596,0.0036288520868016,0.0042150937726143,0.0135053224438429,0.0030026892463732,0.0256708923022817,0.0
43,0.0340393343419062,0.1108637274302878,3.1904866877384506,0.1380006262544457,0.1836652438387481,0.2814023362004658,0.0025407318025827,0.0544629349470499,-21.644855139118583,1.8340246048960065,-0.4666935697995068,-0.0659888914907274,-0.7852184144526393,0.0836850481625951,0.2481013550886681,0.1352174558314531,-0.2290655508858044,0.2129763923141958,-0.2992268130722899,-0.5814740922992587,-0.3467446907085421,0.0054554155934126,0.1115560029960357,0.0099440528794234,0.0558857737933672,0.0033222509017194,0.0052567297231796,0.0022784026356915,0.0032292042001507,0.001722607647335,0.0050801684046881,0.0228532308005206,0.0009157159640146,0.0316093036167865,0.0
45,0.0332829046898638,0.1548585705012214,3.237354092529561,0.1218820964872706,0.1743993817362106,0.1709890765948139,0.0041976161301136,0.0438729198184568,-21.462152002921982,2.2124002617375926,-0.282301392858859,0.224432373596016,-0.7140564343802207,-0.3512384037382191,-0.2029402295182859,0.0765811983725398,0.1813146699025019,0.3551034108545653,-0.3439620047383775,-0.6317214287527342,-0.4999768532740504,0.026069550087452,0.1154484248866386,0.0061363788023826,0.054949775298605,0.0008991878432039,0.0027189838875117,0.0010696027006405,0.0086182071388117,0.0014767219566085,0.0050607049358836,0.0144669113600091,0.0015441825212859,0.0324674662569405,0.0
46,0.029500756429652,0.1639963640989981,3.228379138338842,0.1399217100743572,0.1951654691027232,0.2136577259739021,0.0029643015004694,0.0544629349470499,-21.024662621320616,2.170574726706737,-0.1294585092336121,0.1813188337888653,-0.8276643060251085,0.1706132075782255,0.2632718505673354,0.0832117990084571,0.1792356767335287,0.5695458610749871,-0.4369461003261277,-0.6903740876175513,-0.3024068253002442,0.019143525583727,0.130618431729102,0.005604202080257,0.0261786376963545,0.0027563861163183,0.0029022020452918,0.0015583525105252,0.008762592728325,0.0032688720421632,0.003459511572669,0.0133058608241413,0.0030580481694599,0.034632217863926,0.0
47,0.040090771558245,0.2003165541263874,3.267185570979542,0.1399153466254401,0.1921828149058395,0.275308283696373,0.002021474763751,0.0544629349470499,-20.6739827163617,2.1083754897615097,0.0197289808914416,0.1934338966904311,-0.5712520982997871,0.036545907352087,0.2098278731792515,0.3818006877985578,0.0027741635056339,0.4688873630209462,-0.3900654924092422,-0.6332630918804597,-0.3341253453386866,0.0297504607861869,0.0945040246366958,0.0048234696108233,0.0555012394719886,0.0015792535979564,0.0037847471634287,0.0020862242207832,0.0149387519035913,0.0003794046040794,0.0059689311495097,0.0146951887283443,0.001451038127807,0.0274319688859964,0.0
48,0.0310136157337367,0.1669941840986867,3.25545609222782,0.1274214647619571,0.1798737908019588,0.2100110963631193,0.0013176306383684,0.0544629349470499,-20.99667514592335,2.064188860296128,-0.1322134753947941,0.3788266872290765,-0.5788811708114923,-0.2385420996730661,0.0443024044941876,0.4051474082633896,0.2513087918475041,0.4838031081247597,-0.3533193662116665,-0.4937332902237849,-0.296833239860549,0.0285579490764511,0.1072144044612691,0.0072003833762574,0.0489485185320856,0.0007391969399034,0.0028656555987095,0.0017949080612946,0.0076426911696722,0.000801434446291,0.0026765468670828,0.017312424912889,0.0039852080451669,0.0299356818920879,0.0
49,0.0582450832072617,0.131949023904366,3.241385105333696,0.1543559556295498,0.2044865718826369,0.3428715711286959,0.0015617841854691,0.0650529500756429,-21.055496122135786,1.7069348380582694,0.1131407114694528,0.381565701898498,-0.5621908072395075,-0.3178258864812501,-0.1287494436741281,0.1686964107251704,0.5487885650262343,0.507035211087231,-0.4699031344820907,-0.5776102461198999,-0.329612179846928,0.0292647031437359,0.0893533131957874,0.0085280368785649,0.023973260199136,0.0022291015481975,0.011438208234234,0.0038698678034553,0.0043291371639703,0.0018358406975015,0.0090081648104035,0.0234372091383492,0.0037125401264767,0.0234443411592348,0.0
50,0.040090771558245,0.1132112634483228,3.2132144465229246,0.1425044161802216,0.1909937902370199,0.295874821675501,0.0011203938629478,0.0559757942511346,-21.507402269953573,1.8536493450950964,-0.0849790714341301,0.3623979106746199,-0.4442107871426424,-0.1627244231762172,-0.203830728293733,-0.0154953988935504,0.277281093828255,0.5576999456407,-0.3813713167016627,-0.8439536276647759,-0.6586476835094968,0.0150178711799523,0.0855960917642401,0.0099090353676544,0.0421106753618394,0.0005150685263328,0.0025447337932467,0.0021817641152054,0.0163776680556186,0.0034206291481946,0.004236474561938,0.0291383767076615,0.0049981318431387,0.0236598362853821,0.0
51,0.0491679273827534,0.1067387265176715,3.175678776805079,0.1435843671179847,0.1897040440161999,0.3091094587695333,0.0008830482838675,0.0635400907715582,-21.55065026877779,1.8384116634608416,-0.059604720674424,0.7391465820265574,-0.4306588006511108,-0.0502521133301967,-0.1479699750981043,-0.0461653703252233,0.1118974907730091,0.4932862499557805,-0.5679254460680845,-0.7622068784461045,-0.5912402990091424,0.0140516389501048,0.0981780118156611,0.0087287789846184,0.0281337643955714,0.0003318655058618,0.0065319421776403,0.002256743824351,0.0120415797174221,0.0039036859410322,0.0066385148093989,0.0220403327053455,0.0020091110937286,0.0257378427626196,0.0
52,0.0499243570347957,0.1602343015093975,3.210511555115321,0.1366492536118535,0.1809008942060168,0.2884975480640387,0.0008052972261793,0.0620272314674735,-20.90171179074982,1.6942293709011524,-0.2130113682927733,0.4966674495712354,-0.6307370377148076,0.1853227053116663,0.1836826285050867,0.2356340891066091,0.1480091626263193,0.3273598862341027,-0.6745749064578991,-0.8542653838816174,-0.4310983939729453,0.015868442098878,0.0934996558094476,0.0059959543168203,0.0493732502623379,0.001490779557209,0.0025377613410695,0.0027373260728021,0.0125497745483802,0.0010956944002489,0.0023805820425195,0.0139752792377925,0.0022798636169098,0.0264386342152408,0.0
53,0.0476550680786686,0.1462473101122626,3.24651122233425,0.1445415388195595,0.1891715378464711,0.3605560449630593,0.0017984015867114,0.0650529500756429,-20.86159767602085,1.8901085302490497,0.0478231098656983,0.3422947613120701,-0.5678298500563991,-0.1405503934152189,-0.3127884743124348,-0.0138423256776931,-0.098533599628733,0.4200362158954881,-0.3423482338516467,-0.6299062891688623,-0.3560292572835909,0.0089455793686125,0.0857275667941279,0.0029899386728222,0.0601347719312983,0.0008993932432055,0.0098042690768278,0.0022622126975089,0.0126177783398176,0.004539875735474,0.0047470585554889,0.017007003084105,0.0023653624596831,0.0256690976177632,0.0
